X,Y,OBJECTID,CODIGO_EST,UF,ENTIDADE_R,CORPO_DAGU,AMBIENTE,NU1IQA,ME1IQA,MI1IQA,MA1IQA,SD1IQA,LATITUDE,LONGITUDE
-47.11611,-23.5261099993088,231,SORO02070,SP,CETESB,Rio Sorocaba,1,35,53,38,86,7,-23.52611,-47.11611
-47.44528,-23.5399999993085,232,SORO02050,SP,CETESB,Rio Sorocaba,1,24,53,34,61,5,-23.54,-47.44528
-47.18889,-23.6261099993065,233,SOMI02850,SP,CETESB,Rio Sorocamirim,1,60,65,47,75,7,-23.62611,-47.18889
-47.3978,-23.6116999993069,234,SOIT02900,SP,CETESB,Reservatório Itupararanga,2,83,87,64,94,5,-23.6117,-47.3978
-47.2956,-23.607199999307,235,SOIT02100,SP,CETESB,Reservatório Itupararanga,2,80,88,59,94,5,-23.6072,-47.2956
-47.20972,-23.6580599993058,236,SOBU02800,SP,CETESB,Rio Sorocabuçu,1,60,64,48,75,6,-23.65806,-47.20972
-40.81922,-9.42746999969471,237,SOBRSF650,BA,INGÁ,Rio São Francisco,1,13,77,57,91,10,-9.42747,-40.81922
-36.36194,-7.0608299997695,238,SO47,PB,SUDEMA,Açude Soledade (Soledade),2,13,57,30,77,18,-7.06083,-36.36194
-40.38556,-20.1852799993882,239,SMV1C020,ES,IEMA,Rio Santa Maria da Vitória,1,32,67,51,79,7,-20.18528,-40.38556
-40.51776,-20.1012499993904,240,SMV1C015,ES,IEMA,Rio Santa Maria da Vitória,1,27,64,53,73,5,-20.10125,-40.51776
-40.53995,-20.0955899993905,241,SMV1C007,ES,IEMA,Rio Santa Maria da Vitória,1,36,70,55,86,8,-20.09559,-40.53995
-40.72968,-20.038109999392,242,SMV1C003,ES,IEMA,Rio Santa Maria da Vitória,1,40,59,41,78,8,-20.03811,-40.72968
-40.76421,-20.0518399993916,243,SMV1C001,ES,IEMA,Rio Santa Maria da Vitória,1,40,64,43,77,8,-20.05184,-40.76421
-40.11334,-18.6272199994283,244,SMT2E015,ES,IEMA,Rio São Mateus,1,19,70,54,86,9,-18.62722,-40.11334
-40.33556,-18.7263899994256,246,SMT2D005,ES,IEMA,Rio São Mateus,1,33,57,0,82,14,-18.72639,-40.33556
-39.85417,-18.711679999426,247,SMT1D025,ES,IEMA,Rio São Mateus,1,34,57,38,72,8,-18.71168,-39.85417
-39.87778,-18.7091699994261,248,SMT1D020,ES,IEMA,Rio São Mateus,1,34,59,38,75,8,-18.70917,-39.87778
-48.0256,-23.8882999993007,249,SMIG02800,SP,CETESB,Rio São Miguel Arcanjo,1,52,54,36,70,7,-23.8883,-48.0256
-37.072,-6.93174999977365,250,SM43,PB,SUDEMA,Açude São Mamede (são Mamede),2,13,63,28,79,15,-6.93175,-37.072
-41.09867,-18.6663899994272,251,SM003,MG,IGAM,Rio São Mateus,1,22,60,43,72,7,-18.66639,-41.09867
-40.87947,-18.1221899994416,252,SM001,MG,IGAM,Rio São Mateus,1,14,78,64,85,6,-18.12219,-40.87947
-54.92339,-16.3135599994907,253,SLO182,MT,SEMA, ,1,17,68,44,81,12,-16.31356,-54.92339
-54.92216,-15.9978399994995,254,SLO129,MT,SEMA, ,1,32,68,44,82,10,-15.99784,-54.92216
-55.16345,-15.5715699995115,255,SLO001,MT,SEMA,Rio São Lourenço,1,33,69,41,81,11,-15.57157,-55.16345
-50.5189,-20.5085999993802,256,SJDO02500,SP,CETESB,Rio São José dos Dourados,1,82,68,40,80,7,-20.5086,-50.5189
-35.13345,-8.58881999972098,259,SI51,PE,CPRH,Rio Sirinhaém,1,25,55,28,76,12,-8.58882,-35.13345
-43.65964,-15.4424199995152,263,SFJ23,MG,IGAM,Rio Verde Grande,1,13,67,52,83,11,-15.44242,-43.65964
-44.02411,-15.8164699995046,264,SFJ21,MG,IGAM,Rio Arapoim,1,13,68,37,84,16,-15.81647,-44.02411
-43.61369,-15.7804399995056,265,SFJ20,MG,IGAM,Rio Verde Grande,1,13,66,51,82,9,-15.78044,-43.61369
-43.64075,-15.9404699995011,266,SFJ18,MG,IGAM,Rio Verde Grande,1,13,63,47,78,10,-15.94047,-43.64075
-43.85342,-16.1111699994964,267,SFJ17,MG,IGAM,Rio Suçuapara,1,13,60,43,78,11,-16.11117,-43.85342
-43.78314,-16.34057999949,268,SFJ16,MG,IGAM,Rio Verde Grande,1,13,47,32,57,6,-16.34058,-43.78314
-44.02264,-15.0825599995253,269,SFJ14,MG,IGAM,Rio São Francisco,1,13,69,56,93,13,-15.08256,-44.02264
-44.03125,-15.094249999525,270,SFJ12,MG,IGAM,Rio São Francisco,1,13,68,46,85,12,-15.09425,-44.03125
-43.81436,-15.2101099995217,271,SFJ06,MG,IGAM,Canal de Irrigação Secundário (CS-1),1,13,79,67,89,6,-15.21011,-43.81436
-43.94167,-15.1583899995232,272,SFJ05,MG,IGAM,Canal de Drenagem Principal (DP-4),1,13,73,62,84,9,-15.15839,-43.94167
-43.87675,-15.1502799995234,273,SFJ04,MG,IGAM,Canal de Drenagem Secundária (DS-11),1,13,75,62,83,6,-15.15028,-43.87675
-44.02083,-15.094999999525,274,SFJ01,MG,IGAM,Canal de Irrigação Principal (CP-1),1,13,68,55,81,9,-15.095,-44.02083
-44.16083,-14.2627799995489,275,SFH23,MG,IGAM,Rio Carinhanha,1,23,74,59,84,8,-14.26278,-44.16083
-43.53917,-14.7844399995339,276,SFH21,MG,IGAM,Rio Verde Grande,1,18,72,60,82,6,-14.78444,-43.53917
-45.23778,-16.268329999492,277,SFH17,MG,IGAM,Rio Urucuia,1,17,70,51,83,11,-16.26833,-45.23778
-45.53944,-17.030559999471,278,SFH13,MG,IGAM,Rio Paracatu,1,22,70,48,84,11,-17.03056,-45.53944
-46.47389,-17.2552799994649,279,SFH11,MG,IGAM,Rio Paracatu,1,22,70,47,86,10,-17.25528,-46.47389
-47.01056,-17.9155599994471,280,SFH10,MG,IGAM,Rio Claro,1,23,67,43,78,9,-17.91556,-47.01056
-37.22644,-7.23852999976384,281,SF51,PB,SUDEMA,Açude São Francisco (Teixeira),2,13,65,41,81,14,-7.23853,-37.22644
-45.07472,-18.3845999994346,282,SF060,MG,IGAM,Rio Abaeté,1,28,65,41,90,14,-18.3846,-45.07472
-45.07472,-18.9946099994187,283,SF058,MG,IGAM,Rio Abaeté,1,29,63,39,79,13,-18.99461,-45.07472
-45.07472,-19.3131899994105,284,SF056,MG,IGAM,Rio Abaeté,1,28,66,51,76,7,-19.31319,-45.07472
-45.07472,-18.1885799994398,285,SF054,MG,IGAM,Rio São Francisco,1,29,64,47,88,11,-18.18858,-45.07472
-45.07472,-19.1081399994157,286,SF052,MG,IGAM,Rio Borrachudo,1,29,64,35,81,12,-19.10814,-45.07472
-45.07472,-19.3231699994102,287,SF050,MG,IGAM,Rio Borrachudo,1,29,66,38,78,8,-19.32317,-45.07472
-45.07472,-19.1563899994145,288,SF048,MG,IGAM,Rio Indaiá,1,29,64,40,84,14,-19.15639,-45.07472
-45.07472,-19.523559999405,289,SF046,MG,IGAM,Rio Indaiá,1,27,68,43,91,13,-19.52356,-45.07472
-45.07472,-18.3186099994364,290,SF044,MG,IGAM,Ribeirão do Boi,1,28,66,41,91,15,-18.31861,-45.07472
-45.07472,-18.5199399994311,291,SF042,MG,IGAM,Ribeirão da Extrema Grande,1,29,67,37,89,17,-18.51994,-45.07472
-44.96781,-16.7528899994786,292,SF040,MG,IGAM,Rio Pacuí,1,34,65,37,83,15,-16.75289,-44.96781
-44.91783,-20.2171699993875,293,PA004,MG,IGAM,Rio Itapecerica,1,56,68,42,88,9,-20.21717,-44.91783
-44.62972,-20.4061099993827,294,PA003,MG,IGAM,Rio Pará,1,56,64,43,80,9,-20.40611,-44.62972
-44.61861,-20.5174999993799,295,PA002,MG,IGAM,Ribeirão Lava-pés ou Ribeirão Paiol,1,55,63,35,80,10,-20.5175,-44.61861
-44.43169,-20.6317199993771,296,PA001,MG,IGAM,Rio Pará,1,56,65,39,80,9,-20.63172,-44.43169
-47.04361,-22.2836099993373,297,ORIZ02900,SP,CETESB,Rio Oriçanga,1,63,56,36,77,8,-22.28361,-47.04361
-46.9789,-22.2785999993374,298,ORIZ02600,SP,CETESB,Rio Oriçanga,1,27,45,34,59,6,-22.2786,-46.9789
-47.3039,-22.0271999993433,299,OQUE02900,SP,CETESB,Ribeirão do Roque,1,65,65,40,80,9,-22.0272,-47.3039
-48.7919,-21.0780999993662,300,ONCA02500,SP,CETESB,Ribeirão da Onça,1,84,53,24,77,13,-21.0781,-48.7919
-47.1,-22.7655599993261,301,NUMA04900,SP,CETESB,Ribeirão Anhumas,1,36,42,26,56,6,-22.76556,-47.1
-45.35639,-23.7777799993032,302,NSRA02900,SP,CETESB,Rio Nossa Senhora da Ajuda,1,45,61,41,73,6,-23.77778,-45.35639
-48.00667,-22.9983299993208,303,NOVO02450,SP,CETESB,Rio Novo,1,29,72,60,79,4,-22.99833,-48.00667
-46.58,-23.5191999993089,304,NINO04900,SP,CETESB,Ribeirão dos Meninos,1,74,17,10,40,6,-23.5192,-46.58
-46.79333,-24.1877799992941,305,NAEM02900,SP,CETESB,Rio Itanhaém,1,42,58,33,71,8,-24.18778,-46.79333
-41.49208,-17.5950599994557,306,MU014,MG,IGAM,Rio Mucuri,1,22,63,53,74,5,-17.59506,-41.49208
-40.34056,-17.8381399994492,307,MU013,MG,IGAM,Rio Mucuri,1,47,62,52,81,6,-17.83814,-40.34056
-40.60917,-17.7061099994527,308,MU011,MG,IGAM,Rio Pampã,1,46,73,56,87,7,-17.70611,-40.60917
-40.72175,-17.7043299994528,309,MU009,MG,IGAM,Rio Mucuri,1,48,66,47,82,8,-17.70433,-40.72175
-41.01114,-17.9148899994471,310,MU008,MG,IGAM,Rio Urucu,1,22,63,35,77,11,-17.91489,-41.01114
-41.30622,-17.882689999448,311,MU007,MG,IGAM,Rio Todos os Santos,1,48,50,34,75,7,-17.88269,-41.30622
-41.68772,-17.8414199994491,312,MU006,MG,IGAM,Rio Todos os Santos,1,48,72,57,91,7,-17.84142,-41.68772
-41.23772,-17.4919399994585,313,MU005,MG,IGAM,Rio Mucuri,1,48,72,57,85,6,-17.49194,-41.23772
-41.23833,-17.4016699994609,314,MU003,MG,IGAM,Ribeirão Marambaia,1,48,72,54,87,7,-17.40167,-41.23833
-41.57953,-17.3772199994616,315,MU002,MG,IGAM,Rio Preto,1,22,70,55,79,6,-17.37722,-41.57953
-41.31222,-17.4944399994584,316,MU001,MG,IGAM,Rio Mucuri,1,48,73,48,83,7,-17.49444,-41.31222
-38.19883,-9.41952999969494,317,MRRRSF990,BA,INGÁ,Rio São Francisco,1,16,72,66,82,4,-9.41953,-38.19883
-38.23569,-9.40110999969553,318,MRRRSF980,BA,INGÁ,Rio São Francisco,1,15,72,61,89,8,-9.40111,-38.23569
-38.30689,-9.15349999970326,319,MRRRSF950,BA,INGÁ,Rio São Francisco,1,16,80,66,90,8,-9.1535,-38.30689
-39.11356,-8.71921999971689,320,MRRRSF900,BA,INGÁ,Rio São Francisco,1,16,67,51,86,9,-8.71922,-39.11356
-39.24806,-8.62610999971979,321,MRRRSF870,BA,INGÁ,Rio São Francisco,1,16,78,67,90,6,-8.62611,-39.24806
-39.9095,-8.98913999970842,322,MRRRSF850,BA,INGÁ,Rio São Francisco,1,17,68,46,81,9,-8.98914,-39.9095
-40.09978,-9.09352999970512,323,MRRRSF780,BA,INGÁ,Rio São Francisco,1,16,74,63,87,7,-9.09353,-40.09978
-40.31633,-9.29285999969891,324,MRRRSF750,BA,INGÁ,Rio São Francisco,1,17,76,60,84,6,-9.29286,-40.31633
-40.47439,-9.42141999969489,325,MRRRSF730,BA,INGÁ,Rio São Francisco,1,16,74,58,85,8,-9.42142,-40.47439
-40.55314,-9.46157999969365,326,MRRRSF700,BA,INGÁ,Rio São Francisco,1,15,75,65,86,6,-9.46158,-40.55314
-39.93728,-9.11527999970443,327,MRRCRC800,BA,INGÁ,Curaçá,1,16,58,39,76,12,-9.11528,-39.93728
-46.8569,-23.5968999993072,328,MOVE03500,SP,CETESB,Ribeirão Moinho Velho,1,69,35,14,47,8,-23.5969,-46.8569
-51.69639,-14.086669999554,329,MOR778,MT,SEMA,Rio das Mortes,1,20,79,67,89,7,-14.08667,-51.69639
-52.3585,-14.6716899995371,330,MOR631,MT,SEMA,Rio das Mortes,1,30,81,69,93,6,-14.67169,-52.3585
-53.05528,-15.2486099995206,331,MOR495,MT,SEMA,Rio das Mortes,1,18,75,54,83,8,-15.24861,-53.05528
-54.17567,-15.3135299995188,332,MOR288,MT,SEMA,Rio das Mortes,1,30,73,52,89,8,-15.31353,-54.17567
-50.96306,-12.291669999607,333,MOR1094,MT,SEMA,Rio das Mortes,1,17,79,69,87,5,-12.29167,-50.96306
-55.22661,-15.5049399995133,334,MOR093,MT,SEMA,Rio das Mortes,1,28,69,41,79,9,-15.50494,-55.22661
-55.29939,-15.6711399995087,335,MOR023,MT,SEMA,Rio das Mortes,1,27,70,43,80,7,-15.67114,-55.29939
-55.291,-15.8065999995049,336,MOR007,MT,SEMA,Rio das Mortes,1,28,70,56,81,6,-15.8066,-55.291
-47.9575,-22.0333299993432,337,MONJ04400,SP,CETESB,Informação não disponível,1,23,39,14,53,10,-22.03333,-47.9575
-46.9719,-22.3943999993347,338,MOMI03800,SP,CETESB,Rio Mogi Mirim,1,64,27,14,69,11,-22.3944,-46.9719
-46.9389,-22.4524999993333,339,MOMI02400,SP,CETESB,Rio Mogi Mirim,1,34,48,28,74,11,-22.4525,-46.9389
-46.3808,-23.8530999993015,340,MOJI02800,SP,CETESB,Rio Moji,1,83,49,29,66,8,-23.8531,-46.3808
-48.1722,-21.0121999993678,344,MOGU02900,SP,CETESB,Rio Mogi-Guaçu,1,83,63,50,79,6,-21.0122,-48.1722
-48.00472,-21.2022199993631,345,MOGU02800,SP,CETESB,Rio Mogi-Guaçu,1,27,71,50,90,6,-21.20222,-48.00472
-47.6392,-21.7241999993505,346,MOGU02490,SP,CETESB,Rio Mogi-Guaçu,1,62,59,41,79,8,-21.7242,-47.6392
-47.4947,-21.8435999993477,347,MOGU02450,SP,CETESB,Rio Mogi-Guaçu,1,60,55,44,67,6,-21.8436,-47.4947
-47.3683,-21.9255999993457,348,MOGU02350,SP,CETESB,Rio Mogi-Guaçu,1,59,64,46,79,8,-21.9256,-47.3683
-47.03278,-21.9255599993458,349,MOGU02340,SP,CETESB,Rio Mogi-Guaçu,2,24,64,46,74,8,-21.92556,-47.03278
-47.3197,-21.9416999993454,350,MOGU02300,SP,CETESB,Rio Mogi-Guaçu,1,90,65,44,86,8,-21.9417,-47.3197
-47.2558,-22.0971999993417,351,MOGU02260,SP,CETESB,Rio Mogi-Guaçu,1,64,59,35,75,8,-22.0972,-47.2558
-41.00741,-19.5121099994053,352,RDC2C007,ES,IEMA,Rio Guandu,1,37,51,38,72,8,-19.51211,-41.00741
-39.94751,-19.4316699994074,353,RDC1E030,ES,IEMA,Rio Doce,1,36,66,41,84,8,-19.43167,-39.94751
-40.66778,-19.5322299994048,354,RDC1E015,ES,IEMA,Rio Doce,1,16,68,47,82,10,-19.53223,-40.66778
-40.81434,-19.526719999405,355,RDC1E010,ES,IEMA,Rio Doce,1,38,68,45,84,9,-19.52672,-40.81434
-40.06556,-19.4119499994079,356,RDC1D025,ES,IEMA,Rio Doce,1,23,66,43,79,10,-19.41195,-40.06556
-40.58003,-19.5168399994052,357,RDC1D020,ES,IEMA,Rio Doce,1,35,57,41,73,8,-19.51684,-40.58003
-41.01391,-19.5051699994055,358,RDC1C005,ES,IEMA,Rio Doce,1,36,67,48,82,9,-19.50517,-41.01391
-43.41194,-20.073469999391,359,RD099,MG,IGAM,Rio Maquiné,1,25,75,64,84,6,-20.07347,-43.41194
-41.65403,-19.5313899994048,360,RD098,MG,IGAM,Rio Manhuaçu,1,23,75,65,83,5,-19.53139,-41.65403
-41.45762,-19.6522299994017,361,RD097,MG,IGAM,Rio José Pedro,1,25,69,44,80,9,-19.65223,-41.45762
-41.9875,-20.156119999389,362,RD096,MG,IGAM,Rio São Mateus ou Rio São Simão,1,25,63,43,83,10,-20.15612,-41.9875
-42.1474,-20.2896699993857,363,RD095,MG,IGAM,Rio Manhuaçu,1,25,67,53,82,6,-20.28967,-42.1474
-41.29506,-19.1761399994139,364,RD094,MG,IGAM,Rio do Eme,1,25,67,40,80,9,-19.17614,-41.29506
-41.84964,-19.3460799994095,365,RD093,MG,IGAM,Rio Caratinga,1,25,65,41,80,9,-19.34608,-41.84964
-41.87542,-19.5075599994054,366,RD092,MG,IGAM,Rio Preto,1,25,67,54,76,6,-19.50756,-41.87542
-42.14606,-19.994889999393,367,RD091,MG,IGAM,Córrego do Pião,1,26,57,39,72,7,-19.99489,-42.14606
-41.91458,-18.9580799994196,368,RD090,MG,IGAM,Ribeirão Traíras,1,26,69,53,82,8,-18.95808,-41.91458
-41.78439,-18.8502799994224,369,RD089,MG,IGAM,Rio Suaçuí Grande,1,26,68,47,81,8,-18.85028,-41.78439
-41.79944,-18.5891699994293,370,RD088,MG,IGAM,Rio Itambacuri,1,25,64,41,77,10,-18.58917,-41.79944
-42.05228,-18.4149699994338,371,RD087,MG,IGAM,Rio Urupuca,1,25,68,47,81,10,-18.41497,-42.05228
-42.29881,-18.3760599994348,372,RD086,MG,IGAM,Rio Suaçuí Grande,1,24,71,56,84,6,-18.37606,-42.29881
-42.79164,-18.3551099994354,373,RD085,MG,IGAM,Rio Suaçuí Grande,1,26,64,48,73,6,-18.35511,-42.79164
-42.13944,-18.7836899994241,374,RD084,MG,IGAM,Rio Suaçuí Pequeno,1,26,65,40,78,8,-18.78369,-42.13944
-42.15444,-19.095579999416,375,RD083,MG,IGAM,Rio Doce,1,39,68,43,82,8,-19.09558,-42.15444
-42.8783,-19.0616299994169,376,RD082,MG,IGAM,Rio Guanhães,1,26,66,48,81,8,-19.06163,-42.8783
-42.87983,-19.2298299994126,377,RD081,MG,IGAM,Rio Santo Antônio,1,25,71,43,82,8,-19.22983,-42.87983
-43.01598,-19.3008299994108,378,RD080,MG,IGAM,Rio do Tanque,1,26,67,45,81,9,-19.30083,-43.01598
-43.17135,-19.097649999416,379,RD079,MG,IGAM,Rio do Peixe,1,26,67,42,80,8,-19.09765,-43.17135
-43.1779,-19.2945699994109,380,RD078,MG,IGAM,Rio Preto do Itambé,1,26,71,55,82,7,-19.29457,-43.1779
-43.4454,-19.0728199994166,381,RD077,MG,IGAM,Rio Santo Antônio,1,26,72,56,90,7,-19.07282,-43.4454
-43.00322,-19.7841699993984,382,RD076,MG,IGAM,Rio da Prata,1,25,63,44,75,7,-19.78417,-43.00322
-43.29458,-20.1598899993889,383,RD075,MG,IGAM,Rio Piracicaba,1,25,63,44,82,8,-20.15989,-43.29458
-43.41317,-20.1787799993884,384,RD074,MG,IGAM,Rio Piracicaba,1,25,68,48,81,8,-20.17878,-43.41317
-42.4454,-19.7089499994003,385,RD073,MG,IGAM,Ribeirão do Sacramento,1,25,61,41,79,10,-19.70895,-42.4454
-42.8853,-19.2474999994121,386,RD072,MG,IGAM,Rio Doce,1,38,63,40,77,8,-19.2475,-42.8853
-43.03232,-20.2828299993858,387,RD071,MG,IGAM,Rio do Carmo,1,25,64,45,83,10,-20.28283,-43.03232
-42.98797,-20.5793499993784,388,RD070,MG,IGAM,Rio Turvo,1,24,62,42,78,12,-20.57935,-42.98797
-43.5943,-20.8235799993724,389,RD069,MG,IGAM,Rio Piranga,1,25,71,48,81,7,-20.82358,-43.5943
-43.65702,-21.0605299993666,390,RD068,MG,IGAM,Rio Piranga,1,25,62,49,76,6,-21.06053,-43.65702
-41.01386,-19.5058599994055,391,RD067,MG,IGAM,Rio Doce,1,68,69,44,87,9,-19.50586,-41.01386
-41.16944,-19.4974999994057,392,RD065,MG,IGAM,Rio Manhuaçu,1,55,71,48,83,10,-19.4975,-41.16944
-41.92331,-20.1202799993899,393,RD064,MG,IGAM,Rio Manhuaçu,1,54,68,40,81,10,-20.12028,-41.92331
-41.23861,-19.3411099994097,394,RD059,MG,IGAM,Rio Doce,1,68,64,46,84,8,-19.34111,-41.23861
-41.46639,-19.1791699994139,395,RD058,MG,IGAM,Rio Doce,1,68,63,44,83,9,-19.17917,-41.46639
-41.52556,-19.0672199994168,396,RD057,MG,IGAM,Rio Caratinga,1,55,66,44,86,11,-19.06722,-41.52556
-42.13283,-19.7266699993999,397,RD056,MG,IGAM,Rio Caratinga,1,56,47,26,77,9,-19.72667,-42.13283
-41.64694,-18.9746699994192,398,RD053,MG,IGAM,Rio Doce,1,67,64,44,88,10,-18.97467,-41.64694
-41.92056,-18.5766699994295,399,RD049,MG,IGAM,Rio Suaçuí Grande,1,56,65,42,82,9,-18.57667,-41.92056
-41.835,-18.868329999422,400,RD045,MG,IGAM,Rio Doce,1,68,62,43,79,7,-18.86833,-41.835
-41.95278,-18.8833299994216,401,RD044,MG,IGAM,Rio Doce,1,69,63,45,79,8,-18.88333,-41.95278
-42.1625,-19.020829999418,402,RD040,MG,IGAM,Rio Corrente Grande,1,56,69,43,84,9,-19.02083,-42.1625
-42.34306,-19.2236099994127,403,RD039,MG,IGAM,Rio Santo Antônio,1,56,70,44,89,10,-19.22361,-42.34306
-42.49417,-19.4886099994059,404,RD035,MG,IGAM,Rio Doce,1,69,60,44,81,8,-19.48861,-42.49417
-42.60333,-19.5305599994048,405,RD034,MG,IGAM,Rio Piracicaba,1,56,59,42,82,8,-19.53056,-42.60333
-42.37444,-19.3233299994102,406,RD033,MG,IGAM,Rio Doce,1,68,57,42,75,7,-19.32333,-42.37444
-42.8025,-19.6183299994026,407,RD032,MG,IGAM,Rio Piracicaba,1,55,69,43,81,10,-19.61833,-42.8025
-42.6575,-19.5308299994048,408,RD031,MG,IGAM,Rio Piracicaba,1,55,67,45,87,10,-19.53083,-42.6575
-43.02639,-19.7505599993993,409,RD030,MG,IGAM,Rio do Peixe,1,56,59,30,77,10,-19.75056,-43.02639
-43.04417,-19.7669399993988,410,RD029,MG,IGAM,Rio Piracicaba,1,56,64,44,91,8,-19.76694,-43.04417
-43.23333,-19.8099999993977,411,RD027,MG,IGAM,Rio Santa Bárbara,1,56,71,53,87,8,-19.81,-43.23333
-43.12,-19.8352799993971,412,RD026,MG,IGAM,Rio Piracicaba,1,56,60,45,80,7,-19.83528,-43.12
-43.17861,-19.9416699993944,413,RD025,MG,IGAM,Rio Piracicaba,1,56,62,44,82,7,-19.94167,-43.17861
-42.485,-19.759719999399,414,RD023,MG,IGAM,Rio Doce,1,68,70,45,93,11,-19.75972,-42.485
-42.44111,-20.1002799993904,415,RD021,MG,IGAM,Rio Matipó,1,56,63,45,81,7,-20.10028,-42.44111
-42.75222,-20.0219399993923,416,RD019,MG,IGAM,Rio Doce,1,69,71,48,88,11,-20.02194,-42.75222
-42.62972,-20.0980599993904,417,RD018,MG,IGAM,Rio Casca,1,56,59,36,79,9,-20.09806,-42.62972
-42.90389,-20.3838899993833,418,RD013,MG,IGAM,Rio Piranga,1,66,57,39,85,8,-20.38389,-42.90389
-43.31806,-20.3513899993841,419,RD009,MG,IGAM,Rio do Carmo,1,55,60,40,79,9,-20.35139,-43.31806
-43.09194,-20.6719399993761,420,RD007,MG,IGAM,Rio Piranga,1,55,66,42,83,9,-20.67194,-43.09194
-43.11583,-20.7852799993733,421,RD004,MG,IGAM,Rio Xopotó,1,55,68,45,84,9,-20.78528,-43.11583
-43.30075,-20.6919399993756,422,RD001,MG,IGAM,Rio Piranga,1,55,67,45,82,8,-20.69194,-43.30075
-39.08025,-13.3652199995751,423,RCSUNA300,BA,INGÁ,Rio Una,1,15,66,57,74,4,-13.36522,-39.08025
-39.49122,-13.606579999568,424,RCSPRT400,BA,INGÁ,Rio Preto,1,16,62,48,76,7,-13.60658,-39.49122
-39.86352,-13.5576599995694,425,RCSPRT100,BA,INGÁ,Rio Preto,1,15,53,31,73,12,-13.55766,-39.86352
-39.03917,-13.2416699995787,426,RCSJQR800,BA,INGÁ,Rio Jequiriçá,1,17,77,71,82,3,-13.24167,-39.03917
-39.31833,-13.1738099995808,427,RCSJQR600,BA,INGÁ,Rio Jequiriçá,1,16,70,59,78,6,-13.17381,-39.31833
-39.42364,-13.1842499995805,428,RCSJQR500,BA,INGÁ,Rio Jequiriçá,1,17,67,58,76,5,-13.18425,-39.42364
-39.03917,-13.1736099995808,429,RCSJQR400,BA,INGÁ,Rio Jequiriçá,1,16,64,56,74,5,-13.17361,-39.03917
-39.0175,-13.0331099995849,430,RCSJGP300,BA,INGÁ,Rio Jaguaripe,1,18,62,33,71,9,-13.03311,-39.0175
-39.10769,-13.0050299995857,431,RCSJGP200,BA,INGÁ,Rio Jaguaripe,1,17,51,35,60,7,-13.00503,-39.10769
-39.0035,-13.1262199995821,432,RCSDON800,BA,INGÁ,Rio da Dona,1,17,73,68,80,3,-13.12622,-39.0035
-39.28028,-13.0583299995842,433,RCSDON100,BA,INGÁ,Rio da Dona,1,16,75,66,85,7,-13.05833,-39.28028
-39.47819,-13.6867199995656,434,RCSALM300,BA,INGÁ,Rio Almada,1,15,64,53,75,6,-13.68672,-39.47819
-38.67955,-12.5519099995992,435,RCNTRP400,BA,INGÁ,Rio Traripe,1,17,65,50,76,8,-12.55191,-38.67955
-38.72092,-12.4799399996014,436,RCNTRP100,BA,INGÁ,Rio Traripe,1,16,70,52,79,7,-12.47994,-38.72092
-37.87486,-12.2023899996097,437,RCNSUM900,BA,INGÁ,Rio Subaúma,1,17,72,44,81,9,-12.20239,-37.87486
-37.94961,-12.2016399996097,438,RCNSUM800,BA,INGÁ,Rio Subaúma,1,16,67,56,75,6,-12.20164,-37.94961
-38.09233,-11.9506899996173,439,RCNSUM600,BA,INGÁ,Rio Subaúma,1,18,65,46,74,8,-11.95069,-38.09233
-38.72711,-12.5394199995996,440,RCNSUB550,BA,INGÁ,Rio Subaé,1,17,62,40,72,8,-12.53942,-38.72711
-38.7405,-12.5163899996003,441,RCNSUB300,BA,INGÁ,Rio Subaé,1,17,65,46,78,8,-12.51639,-38.7405
-38.80056,-12.4322199996028,442,RCNSUB160,BA,INGÁ,Rio Subaé,1,18,65,53,76,7,-12.43222,-38.80056
-38.86775,-12.3660599996048,443,RCNSUB140,BA,INGÁ,Rio Subaé,1,18,50,25,62,9,-12.36606,-38.86775
-38.55783,-12.6748599995956,444,RCNSPA100,BA,INGÁ,Rio São Paulo,1,20,40,22,58,9,-12.67486,-38.55783
-37.91258,-12.3833299996043,445,RCNSAP925,BA,INGÁ,Rio Sauípe,1,16,74,54,82,7,-12.38333,-37.91258
-37.91242,-12.3824999996043,446,RCNSAP900,BA,INGÁ,Rio Sauípe,1,16,74,59,81,7,-12.3825,-37.91242
-38.03306,-12.257779999608,447,RCNSAP300,BA,INGÁ,Rio Sauípe,1,16,67,46,80,7,-12.25778,-38.03306
-38.71747,-12.5758599995985,448,RCNPTN100,BA,INGÁ,Rio Pitinga,1,19,36,24,57,10,-12.57586,-38.71747
-38.04161,-12.5701699995987,449,RCNPOJ800,BA,INGÁ,Rio Pojuca,1,17,73,66,84,6,-12.57017,-38.04161
-38.13306,-12.3761099996045,450,RCNPOJ600,BA,INGÁ,Rio Pojuca,1,16,61,45,74,9,-12.37611,-38.13306
-38.31744,-12.4224999996031,451,RCNPOJ400,BA,INGÁ,Rio Pojuca,1,20,50,37,58,6,-12.4225,-38.31744
-38.61558,-12.4061399996036,452,RCNPOJ300,BA,INGÁ,Rio Pojuca,1,20,45,22,59,9,-12.40614,-38.61558
-38.79018,-12.3299899996059,453,RCNPOJ200,BA,INGÁ,Rio Pojuca,1,15,58,33,69,9,-12.32999,-38.79018
