X,Y,OBJECTID,CODIGO_EST,UF,ENTIDADE_R,CORPO_DAGU,AMBIENTE,NU1IQA,ME1IQA,MI1IQA,MA1IQA,SD1IQA,LATITUDE,LONGITUDE
-49.19286,-18.5383099994306,682,PB045,MG,IGAM,Informação não disponível,1,18,71,54,80,8,-18.53831,-49.19286
-47.80128,-19.2375299994124,683,PB044,MG,IGAM,Informação não disponível,1,18,70,56,80,6,-19.23753,-47.80128
-47.14908,-19.2304199994125,684,PB043,MG,IGAM,Informação não disponível,1,18,67,49,77,7,-19.23042,-47.14908
-46.55297,-19.4658899994065,685,PB042,MG,IGAM,Informação não disponível,1,18,52,40,67,7,-19.46589,-46.55297
-48.04775,-18.7619399994247,686,PB041,MG,IGAM,Informação não disponível,1,18,65,46,77,7,-18.76194,-48.04775
-47.69869,-18.7194399994259,687,PB040,MG,IGAM,Informação não disponível,1,18,58,53,65,4,-18.71944,-47.69869
-47.48656,-18.3297499994361,688,PB039,MG,IGAM,Informação não disponível,1,18,52,19,72,15,-18.32975,-47.48656
-47.40633,-18.4911899994318,689,PB038,MG,IGAM,Informação não disponível,1,18,55,40,70,8,-18.49119,-47.40633
-47.15486,-18.4154399994338,690,PB037,MG,IGAM,Informação não disponível,1,18,58,32,74,12,-18.41544,-47.15486
-47.34506,-17.4456399994597,691,PB036,MG,IGAM,Informação não disponível,1,17,72,53,83,9,-17.44564,-47.34506
-47.16244,-17.0341399994709,692,PB035,MG,IGAM,Informação não disponível,1,17,70,53,79,8,-17.03414,-47.16244
-50.67694,-19.2201699994128,693,PB033,MG,IGAM,Rio São Domingos,1,50,76,60,89,5,-19.22017,-50.67694
-50.50328,-19.0502799994172,694,PB031,MG,IGAM,Rio Paranaíba,1,52,80,63,90,7,-19.05028,-50.50328
-49.79833,-18.9338899994203,695,PB029,MG,IGAM,Rio da Prata,1,51,66,42,84,13,-18.93389,-49.79833
-49.44972,-18.94177999942,696,PB027,MG,IGAM,Rio Tijuco,1,50,69,48,90,10,-18.94178,-49.44972
-49.19611,-18.4199999994337,697,PB025,MG,IGAM,Rio Paranaíba,1,50,76,51,90,9,-18.42,-49.19611
-48.43656,-18.7686399994245,698,PB023,MG,IGAM,Rio Uberabinha,1,51,49,28,62,7,-18.76864,-48.43656
-48.21167,-18.9855599994189,699,PB022,MG,IGAM,Rio Uberabinha,1,50,72,43,90,8,-18.98556,-48.21167
-48.53094,-18.5951699994291,700,PB021,MG,IGAM,Rio Araguari,1,49,76,49,91,9,-18.59517,-48.53094
-48.0775,-18.8727799994218,701,PB019,MG,IGAM,Rio Araguari,1,50,79,64,89,6,-18.87278,-48.0775
-47.54389,-19.485999999406,702,PB017,MG,IGAM,Rio Araguari,1,52,69,42,87,12,-19.486,-47.54389
-47.10628,-19.0533299994172,703,PB015,MG,IGAM,Ribeirão Santo Antônio,1,52,70,53,82,7,-19.05333,-47.10628
-47.04639,-19.3602499994092,704,PB013,MG,IGAM,Rio Capivara,1,51,59,35,77,12,-19.36025,-47.04639
-46.83778,-19.3029999994107,705,PB011,MG,IGAM,Rio Quebra Anzol,1,52,64,43,81,11,-19.303,-46.83778
-48.12875,-18.5916699994292,706,PB009,MG,IGAM,Rio Jordão,1,51,57,37,76,7,-18.59167,-48.12875
-48.06833,-18.4241699994336,707,PB007,MG,IGAM,Rio Paranaíba,1,50,77,55,90,7,-18.42417,-48.06833
-47.30161,-18.070639999443,708,PB005,MG,IGAM,Rio Paranaíba,1,50,67,44,83,12,-18.07064,-47.30161
-46.53972,-18.6024999994289,709,PB003,MG,IGAM,Rio Paranaíba,1,52,51,37,72,8,-18.6025,-46.53972
-46.56286,-18.8386099994227,710,PB002,MG,IGAM,Informação não disponível,1,18,61,42,78,13,-18.83861,-46.56286
-46.27778,-19.1630599994143,711,PB001,MG,IGAM,Rio Paranaíba,1,52,64,38,81,11,-19.16306,-46.27778
-49.82222,-21.3213899993602,712,PATO02900,SP,CETESB,Ribeirão dos Patos,1,39,62,44,80,8,-21.32139,-49.82222
-52.8744,-22.59719999933,713,PARP02900,SP,CETESB,Rio Paranapanema,1,84,87,56,93,7,-22.5972,-52.8744
-51.3883,-22.6610999993285,714,PARP02750,SP,CETESB,Rio Paranapanema,1,84,83,61,93,7,-22.6611,-51.3883
-49.9075,-22.9982999993207,715,PARP02500,SP,CETESB,Rio Paranapanema,1,84,75,64,92,5,-22.9983,-49.9075
-48.4944,-23.5910999993073,716,PARP02100,SP,CETESB,Rio Paranapanema,1,82,69,45,79,7,-23.5911,-48.4944
-52.9572,-22.4766999993328,717,PARN02900,SP,CETESB,Rio Paraná,2,84,88,60,94,6,-22.4767,-52.9572
-51.6233,-20.7907999993732,718,PARN02100,SP,CETESB,Rio Paraná,2,83,85,58,95,8,-20.7908,-51.6233
-48.4542,-20.4502999993817,719,PARD02800,SP,CETESB,Rio Pardo,1,83,66,46,86,8,-20.4503,-48.4542
-48.335,-20.6155599993775,720,PARD02750,SP,CETESB,Rio Pardo,1,34,70,53,88,7,-20.61556,-48.335
-48.06528,-20.8188899993725,721,PARD02700,SP,CETESB,Rio Pardo,1,24,60,51,69,5,-20.81889,-48.06528
-48.0278,-20.9660999993689,722,PARD02600,SP,CETESB,Rio Pardo,1,83,60,33,76,8,-20.9661,-48.0278
-47.7622,-21.0099999993678,723,PARD02500,SP,CETESB,Rio Pardo,1,83,64,44,76,6,-21.01,-47.7622
-47.0433,-21.6232999993529,724,PARD02100,SP,CETESB,Rio Pardo,1,82,76,56,91,7,-21.6233,-47.0433
-46.8358,-21.5721999993542,725,PARD02010,SP,CETESB,Rio Pardo,1,83,73,41,92,9,-21.5722,-46.8358
-44.7739,-22.5421999993312,726,PARB02900,SP,CETESB,Rio Paraíba do Sul,1,82,61,41,87,8,-22.5422,-44.7739
-45.1194,-22.7032999993275,727,PARB02700,SP,CETESB,Rio Paraíba do Sul,1,82,54,36,77,7,-22.7033,-45.1194
-45.2344,-22.8443999993243,728,PARB02600,SP,CETESB,Rio Paraíba do Sul,1,81,49,35,74,7,-22.8444,-45.2344
-45.4703,-22.9116999993227,729,PARB02530,SP,CETESB,Rio Paraíba do Sul,1,60,58,40,72,7,-22.9117,-45.4703
-45.5528,-22.9610999993216,730,PARB02490,SP,CETESB,Rio Paraíba do Sul,1,83,59,41,80,7,-22.9611,-45.5528
-45.7111,-23.0816999993188,731,PARB02400,SP,CETESB,Rio Paraíba do Sul,1,83,51,37,73,7,-23.0817,-45.7111
-45.9178,-23.1877999993164,732,PARB02310,SP,CETESB,Rio Paraíba do Sul,1,82,58,36,82,8,-23.1878,-45.9178
-45.93,-23.1949999993163,733,PARB02300,SP,CETESB,Rio Paraíba do Sul,1,78,56,38,79,9,-23.195,-45.93
-45.9722,-23.3132999993136,734,PARB02200,SP,CETESB,Rio Paraíba do Sul,1,82,66,46,87,6,-23.3133,-45.9722
-45.8997,-23.3680999993124,735,PARB02100,SP,CETESB,Rio Paraíba do Sul,1,83,73,45,88,8,-23.3681,-45.8997
-45.8867,-23.3555999993126,736,PARB02050,SP,CETESB,Rio Paraíba do Sul,1,60,73,45,87,8,-23.3556,-45.8867
-57.70873,-16.0816199994972,737,PAR508,MT,SEMA,Rio Paraguai,1,35,72,53,84,8,-16.08162,-57.70873
-57.70221,-16.0678699994976,738,PAR505,MT,SEMA,Rio Paraguai,1,36,71,43,86,10,-16.06787,-57.70221
-57.22556,-15.3258299995184,739,PAR292,MT,SEMA,Rio Paraguai,1,20,73,60,88,6,-15.32583,-57.22556
-57.19959,-15.0890399995252,740,PAR237,MT,SEMA,Rio Paraguai,1,36,73,54,86,6,-15.08904,-57.19959
-56.48507,-14.503459999542,741,PAR041,MT,SEMA,Rio Paraguai,1,36,73,55,87,8,-14.50346,-56.48507
-56.39593,-14.4760899995427,742,PAR017,MT,SEMA,Rio Paraguai,1,36,77,55,88,6,-14.47609,-56.39593
-58.39706,-12.7993099995918,743,PAP317,MT,SEMA,Rio Papagaio,1,27,80,66,92,6,-12.79931,-58.39706
-58.40614,-13.5621899995693,744,PAP193,MT,SEMA,Rio Papagaio,1,26,79,71,88,5,-13.56219,-58.40614
-48.12528,-23.6008299993071,745,PALT04970,SP,CETESB,Ribeirão Ponte Alta,1,48,43,24,76,9,-23.60083,-48.12528
-48.07833,-20.7444399993743,746,PALM03800,SP,CETESB,Ribeirão das Palmeiras,1,26,66,55,81,5,-20.74444,-48.07833
-49.8672,-22.9538999993217,747,PADO02600,SP,CETESB,Rio Pardo,1,83,62,47,81,7,-22.9539,-49.8672
-49.6203,-22.9046999993229,748,PADO02500,SP,CETESB,Rio Pardo,1,51,70,46,89,8,-22.9047,-49.6203
-38.46388,-4.28418999985926,749,PAC06,CE,COGERH,Açude Pacajus,2,13,43,39,46,2,-4.28419,-38.46388
-38.0536,-6.59389999978448,750,PA69,PB,SUDEMA,Açude Paraíso (Santo Antônio),2,13,72,39,87,12,-6.5939,-38.0536
-34.91272,-7.93768999974155,751,PA10,PE,CPRH,Rio Paratibe,1,29,58,45,70,8,-7.93769,-34.91272
-45.02436,-19.2958599994109,752,PA044,MG,IGAM,Córrego do Salobro,1,29,73,45,90,10,-19.29586,-45.02436
-44.84389,-19.562779999404,753,PA042,MG,IGAM,Rio do Peixe,1,28,69,45,81,9,-19.56278,-44.84389
-45.14803,-20.2828599993858,754,PA040,MG,IGAM,Rio Lambari,1,28,68,39,79,8,-20.28286,-45.14803
-44.51194,-20.2393899993869,755,PA036,MG,IGAM,Rio São João,1,29,72,44,83,8,-20.23939,-44.51194
-44.87014,-19.9902799993931,756,PA034,MG,IGAM,Córrego Buriti ou Córrego do Pinto,1,28,22,15,33,5,-19.99028,-44.87014
-44.89208,-20.4556699993815,757,PA032,MG,IGAM,Ribeirão Boa Vista,1,29,64,49,79,8,-20.45567,-44.89208
-44.96853,-20.3894699993832,758,PA031,MG,IGAM,Rio Itapecerica,1,26,67,53,76,6,-20.38947,-44.96853
-44.79406,-20.1809699993884,759,PA028,MG,IGAM,Rio Pará,1,29,66,53,85,8,-20.18097,-44.79406
-44.47136,-20.51613999938,760,PA026,MG,IGAM,Rio do Peixe,1,29,58,42,73,7,-20.51614,-44.47136
-44.50117,-20.6320799993771,761,PA024,MG,IGAM,Ribeirão Passa Tempo,1,29,56,40,80,8,-20.63208,-44.50117
-45.20281,-20.0474399993917,762,PA022,MG,IGAM,Ribeirão Diamante,1,36,64,39,79,10,-20.04744,-45.20281
-45.29936,-19.5886899994034,763,PA021,MG,IGAM,Rio do Picão,1,37,66,33,78,8,-19.58869,-45.29936
-44.93142,-19.879529999396,764,PA020,MG,IGAM,Ribeirão da Fartura,1,37,27,14,43,8,-19.87953,-44.93142
-45.13278,-19.2699999994115,765,PA019,MG,IGAM,Rio Pará,1,56,72,46,89,11,-19.27,-45.13278
-45.22178,-19.33138999941,766,PA017,MG,IGAM,Rio do Picão,1,56,68,41,87,11,-19.33139,-45.22178
-45.02169,-19.5304699994048,767,PA015,MG,IGAM,Rio Lambari,1,56,72,39,89,10,-19.53047,-45.02169
-44.92961,-19.6944999994007,768,PA013,MG,IGAM,Rio Pará,1,56,69,44,89,9,-19.6945,-44.92961
-44.85803,-19.7236399993999,769,PA011,MG,IGAM,Rio São João,1,56,63,35,86,10,-19.72364,-44.85803
-44.70742,-19.7889699993983,770,PA010,MG,IGAM,Ribeirão Paciência,1,56,40,16,62,10,-19.78897,-44.70742
-44.60772,-20.0599399993914,771,PA009,MG,IGAM,Rio São João,1,55,40,21,59,8,-20.05994,-44.60772
-44.87389,-20.1127499993901,772,PA007,MG,IGAM,Rio Itapecerica,1,56,53,36,74,6,-20.11275,-44.87389
-44.84292,-20.1059399993902,773,PA005,MG,IGAM,Rio Pará,1,56,69,53,90,8,-20.10594,-44.84292
-49.5531,-23.7255999993043,774,ITAR02500,SP,CETESB,Rio Itararé,1,83,70,32,84,9,-23.7256,-49.5531
-48.3719,-23.5568999993081,775,ITAP02800,SP,CETESB,Rio Itapetininga,1,71,66,43,86,8,-23.5569,-48.3719
-45.01306,-23.4013899993116,776,ITAM02950,SP,CETESB,Rio Itamambuca,1,46,72,39,82,7,-23.40139,-45.01306
-45.97083,-23.7799999993031,777,ITAE02900,SP,CETESB,Rio Itaguaré,1,40,63,39,76,7,-23.78,-45.97083
-40.03444,-18.2650399994378,778,ITA1E005,ES,IEMA,Rio Itaúnas,1,28,73,54,82,7,-18.26504,-40.03444
-39.70958,-18.4367199994332,779,ITA1C017,ES,IEMA,Informação não disponível,1,13,60,43,76,12,-18.43672,-39.70958
-39.70922,-18.4356099994333,780,ITA1C016,ES,IEMA,Informação não disponível,1,13,62,42,79,12,-18.43561,-39.70922
-39.71042,-18.4329499994334,781,ITA1C015,ES,IEMA,Rio Itaúnas,1,26,61,36,79,13,-18.43295,-39.71042
-39.95503,-18.3116799994366,782,ITA1C010,ES,IEMA,Rio Itaúnas,1,26,64,44,77,9,-18.31168,-39.95503
-47.2456,-22.1866999993395,784,IRIS02900,SP,CETESB,Rio Piraí,2,84,67,24,85,11,-22.1867,-47.2456
-47.17611,-23.2563899993149,785,IRIS02600,SP,CETESB,Rio Piraí,1,36,54,31,68,10,-23.25639,-47.17611
-47.12028,-23.2622199993147,786,IRIS02400,SP,CETESB,Rio Piraí,1,36,48,28,68,10,-23.26222,-47.12028
-47.08361,-23.2399999993152,787,IRIS02250,SP,CETESB,Rio Piraí,1,36,46,22,75,14,-23.24,-47.08361
-47.07333,-23.247779999315,788,IRIS02200,SP,CETESB,Rio Piraí,1,36,52,15,68,11,-23.24778,-47.07333
-47.05778,-23.2619399993147,789,IRIS02100,SP,CETESB,Rio Piraí,1,47,65,18,82,12,-23.26194,-47.05778
-46.9583,-22.2680999993377,790,IPPE02900,SP,CETESB,Córrego do Ipê,1,36,66,40,79,9,-22.2681,-46.9583
-46.16333,-23.8361099993019,792,IPAU02900,SP,CETESB,Rio Itapanhaú,1,41,61,37,70,6,-23.83611,-46.16333
-47.09333,-23.3999999993116,793,IPAN02500,SP,CETESB,Córrego Ipanema,1,24,71,60,79,5,-23.4,-47.09333
-35.0668,-8.40458999972678,794,IP90,PE,CPRH,Rio Ipojuca,1,36,43,24,67,13,-8.40459,-35.0668
-36.37526,-8.34852999972855,795,IP36,PE,CPRH,Rio Ipojuca,2,14,66,54,75,7,-8.34853,-36.37526
-36.42793,-8.31039999972978,796,IP15,PE,CPRH,Rio Bitury,2,14,77,59,90,8,-8.3104,-36.42793
-43.50028,-14.9263899995298,797,IP003,MG,IGAM,Informação não disponível,1,18,55,42,76,7,-14.92639,-43.50028
-43.30511,-15.2322199995211,798,IP001,MG,IGAM,Informação não disponível,1,19,41,22,59,10,-15.23222,-43.30511
-45.6125,-23.3655599993124,799,INGA00850,SP,CETESB,Braço do Paraitinga,1,33,88,81,94,4,-23.36556,-45.6125
-40.56928,-17.2526899994649,800,IN001,MG,IGAM,Rio Itanhém,1,22,65,44,80,8,-17.25269,-40.56928
-34.94899,-7.80971999974565,801,IG60,PE,CPRH,Rio Tabatinga,1,28,62,50,70,6,-7.80972,-34.94899
-34.94363,-7.83188999974491,802,IG40,PE,CPRH,Rio Conga,1,28,48,30,62,8,-7.83189,-34.94363
-34.91703,-7.84374999974454,803,IG35,PE,CPRH,Rio Igarassu,1,29,55,29,66,9,-7.84375,-34.91703
-34.92534,-7.87021999974373,804,IG22,PE,CPRH,Rio Utinga,1,26,65,52,77,7,-7.87022,-34.92534
-34.93482,-7.86930999974372,805,IG20,PE,CPRH,Rio Pitanga,1,26,67,47,76,9,-7.86931,-34.93482
-41.92094,-20.6943299993756,806,IB003,MG,IGAM,Rio São João,1,22,52,40,62,6,-20.69433,-41.92094
-41.87372,-20.4485299993817,807,IB001,MG,IGAM,Rio Caparaó,1,22,57,49,80,7,-20.44853,-41.87372
-49.10167,-20.8177799993726,808,IADE04500,SP,CETESB,Córrego da Piedade,1,30,52,30,69,12,-20.81778,-49.10167
-45.37556,-23.6230599993066,809,GUAX02950,SP,CETESB,Rio Guaxinduba,1,45,67,40,83,9,-23.62306,-45.37556
-48.04833,-24.7222199992826,810,GUAU02950,SP,CETESB,Rio Guaraú,1,24,69,47,77,7,-24.72222,-48.04833
-45.04611,-22.7833299993257,811,GUAT02800,SP,CETESB,Rio Guaratingueta,1,29,68,42,79,10,-22.78333,-45.04611
-46.7278,-23.6741999993055,812,GUAR00900,SP,CETESB,Reservatório do Guarapiranga,2,83,75,52,90,8,-23.6742,-46.7278
-46.7269,-23.7541999993037,813,GUAR00100,SP,CETESB,Reservatório do Guarapiranga,2,81,57,25,80,12,-23.7542,-46.7269
-47.2044,-22.4813999993327,814,GUAI02400,SP,CETESB,Córrego da Guaiaquica,1,29,24,10,60,16,-22.4814,-47.2044
-59.35361,-15.2155599995215,815,GUA140,MT,SEMA,Rio Guaporé,1,20,74,61,85,8,-15.21556,-59.35361
-48.4214,-23.4643999993102,816,GREI02700,SP,CETESB,Ribeirão Guareí,1,49,68,40,92,11,-23.4644,-48.4214
-48.2344,-20.0241999993923,819,GRDE02300,SP,CETESB,Rio Grande,1,80,84,68,94,6,-20.0242,-48.2344
-45.06917,-23.4308299993109,820,GRAN02900,SP,CETESB,Rio Grande,1,40,60,45,78,7,-23.43083,-45.06917
-45.1031,-23.4216999993111,821,GRAN02800,SP,CETESB,Rio Grande,1,70,73,59,83,5,-23.4217,-45.1031
-45.1108,-23.4116999993114,822,GRAN02400,SP,CETESB,Rio Grande,1,65,76,61,88,7,-23.4117,-45.1108
-45.19194,-23.514439999309,824,GOIN02900,SP,CETESB,Rio Lagoinha,1,46,67,53,78,6,-23.51444,-45.19194
-35.52399,-7.74937999974752,825,GO70,PE,CPRH,Rio Orobó e Palmerinha,2,18,73,56,84,8,-7.74938,-35.52399
-35.41258,-7.67106999975002,826,GO58,PE,CPRH,Rio Siriji,2,18,75,63,81,5,-7.67107,-35.41258
-35.16465,-7.48932999975581,827,GO50,PE,CPRH,Rio Itambé e Rio Água Torta,2,18,80,65,90,8,-7.48933,-35.16465
-47.52,-22.4527799993334,828,GERT02500,SP,CETESB,Córrego Santa Gertrudes,1,36,70,44,82,9,-22.45278,-47.52
-47.48861,-22.4374999993337,829,GERT02200,SP,CETESB,Córrego Santa Gertrudes,1,36,63,42,76,10,-22.4375,-47.48861
-38.56776,-3.93473999987062,830,GAV05,CE,COGERH,Açude Gavião,2,13,47,33,73,9,-3.93474,-38.56776
-53.40211,-16.7361699994791,831,GAR84,MT,SEMA,Rio das Garças,1,24,77,53,90,10,-16.73617,-53.40211
-52.25783,-15.8949399995024,832,GAR447,MT,SEMA,Rio das Garças,1,42,73,46,90,9,-15.89494,-52.25783
-52.37583,-15.8853099995027,833,GAR430,MT,SEMA,Rio das Garças,1,23,75,60,88,8,-15.88531,-52.37583
-52.75675,-15.7270299995071,834,GAR373,MT,SEMA,Rio das Garças,1,45,74,47,87,10,-15.72703,-52.75675
-53.13703,-15.7588299995062,835,GAR313,MT,SEMA,Rio das Garças,1,20,75,53,88,9,-15.75883,-53.13703
-53.3335,-15.9392199995011,836,GAR271,MT,SEMA,Rio das Garças,1,19,77,53,88,10,-15.93922,-53.3335
-53.54836,-16.0775799994973,837,GAR224,MT,SEMA,Rio das Garças,1,46,76,51,92,9,-16.07758,-53.54836
-53.60108,-16.2207799994933,838,GAR199,MT,SEMA,Rio das Garças,1,25,76,64,89,7,-16.22078,-53.60108
-53.52425,-16.4222299994877,839,GAR158,MT,SEMA,Rio das Garças,1,25,77,63,86,7,-16.42223,-53.52425
-53.4165,-16.6169399994823,840,GAR144,MT,SEMA,Rio das Garças,1,15,76,53,89,10,-16.61694,-53.4165
-53.39933,-15.8658099995032,841,GAR051,MT,SEMA,Rio das Garças,1,46,78,61,89,7,-15.86581,-53.39933
-46.4044,-23.7460999993039,842,GADE02900,SP,CETESB,Rio Grande ou Jurubatuba,1,81,54,24,69,8,-23.7461,-46.4044
-36.40808,-6.857329999776,843,FQ46,PB,SUDEMA,Açude Felismino de Queiroz (Seridó),2,13,67,39,85,14,-6.85733,-36.40808
-40.41193,-20.3485199993842,844,FOR1E008,ES,IEMA,Rio Formate,1,35,43,15,65,11,-20.34852,-40.41193
-40.37085,-20.3989799993829,845,FOR1C015,ES,IEMA,Rio Formate,1,35,45,28,64,10,-20.39898,-40.37085
-40.40504,-20.3709599993836,846,FOR1C012,ES,IEMA,Rio Formate,1,39,36,13,53,11,-20.37096,-40.40504
-40.40842,-20.3531999993841,847,FOR1C010,ES,IEMA,Rio Formate,1,38,44,13,66,11,-20.3532,-40.40842
-40.42962,-20.3383199993844,848,FOR1C001,ES,IEMA,Rio Formate,1,38,62,42,79,8,-20.33832,-40.42962
-59.20286,-13.6836699995658,849,FOR035,MT,SEMA,Rio Formiga,1,27,71,62,85,5,-13.68367,-59.20286
-39.27883,-16.1322199994958,850,FBSSTA100,BA,INGÁ,Santo Antônio,1,15,70,54,83,9,-16.13222,-39.27883
-39.12875,-16.2599399994922,851,FBSJTB400,BA,INGÁ,João de Tiba,1,16,69,49,84,9,-16.25994,-39.12875
-39.58469,-16.266889999492,852,FBSJTB200,BA,INGÁ,João de Tiba,1,16,71,50,79,7,-16.26689,-39.58469
-39.54133,-16.6168299994823,853,FBSFRD300,BA,INGÁ,Rio dos Frades,1,16,74,66,83,5,-16.61683,-39.54133
-39.44981,-16.7173899994796,854,FBSCIV400,BA,INGÁ,Caraíva,1,14,74,60,91,9,-16.71739,-39.44981
-39.286,-16.3927999994885,855,FBSBRH500,BA,INGÁ,Buranhém,1,15,73,46,83,10,-16.3928,-39.286
-39.58731,-16.4133899994879,856,FBSBRH300,BA,INGÁ,Buranhém,1,15,74,60,81,7,-16.41339,-39.58731
-37.24639,-7.07757999976897,857,FA42,PB,SUDEMA,Açude Farinha (Patos),2,13,63,39,80,12,-7.07758,-37.24639
-47.49239,-15.4881599995138,859,Extra1,DF,ADASA,Informação não disponível,1,13,65,49,74,7,-15.48816,-47.49239
-49.08361,-21.4622199993568,860,ESGT02050,SP,CETESB,Córrego do Esgotão,1,31,78,42,92,11,-21.46222,-49.08361
-47.1817,-22.296099999337,862,ERAZ02990,SP,CETESB,Ribeirão Ferraz,1,63,50,21,67,10,-22.2961,-47.1817
-47.1819,-22.3541999993356,863,ERAZ02700,SP,CETESB,Ribeirão Ferraz,1,64,64,43,76,8,-22.3542,-47.1819
-36.13917,-7.3861699997591,864,EP17,PB,SUDEMA,Açude Epitácio Pessoa (Boqueirão),2,13,72,43,87,15,-7.38617,-36.13917
-46.7853,-23.7205999993044,865,EMMI02900,SP,CETESB,Rio Embu-Mirim,1,81,49,28,78,8,-23.7206,-46.7853
-46.8089,-23.8260999993021,866,EMGU00800,SP,CETESB,Rio Embu-Guaçu,1,82,63,40,76,7,-23.8261,-46.8089
-46.14333,-23.829439999302,867,EMGU00700,SP,CETESB,Rio Embu-Guaçu,1,15,66,50,76,7,-23.82944,-46.14333
-48.12833,-23.0177799993203,868,EIXE02225,SP,CETESB,Informação não disponível,1,23,69,48,87,11,-23.01778,-48.12833
-46.8247,-23.5243999993089,870,DUVA04900,SP,CETESB,Rio Aricanduva,1,78,18,12,31,5,-23.5244,-46.8247
-45.2325,-23.5458299993084,871,DUBA02900,SP,CETESB,Rio Maranduba,1,42,68,57,76,4,-23.54583,-45.2325
-47.2142,-22.4932999993324,872,DREZ02600,SP,CETESB,Córrego do Xadrez,1,37,63,26,83,11,-22.4933,-47.2142
-45.05722,-23.4113899993113,873,DAIA02900,SP,CETESB,Rio Indaiá,1,45,71,54,86,6,-23.41139,-45.05722
-49.055,-20.6169399993775,874,CXEI04900,SP,CETESB,Rio Cachoeirinha,1,17,64,52,79,8,-20.61694,-49.055
-47.015,-23.164169999317,875,CXBU02900,SP,CETESB,Ribeirão do Caxambu,1,30,65,43,82,11,-23.16417,-47.015
-45.16389,-23.4908299993096,877,CURO02900,SP,CETESB,Rio Escuro,1,43,70,59,80,5,-23.49083,-45.16389
-46.4136,-23.8827999993008,878,CUBA03900,SP,CETESB,Rio Cubatão,1,82,56,38,69,7,-23.8828,-46.4136
-46.4553,-23.8882999993007,879,CUBA02700,SP,CETESB,Rio Cubatão,1,82,66,51,81,7,-23.8883,-46.4553
-38.17544,-7.68685999974955,880,CTII58,PB,SUDEMA,Açude Catolé II (MAnaira),2,13,70,45,86,13,-7.68686,-38.17544
-47.67694,-22.684439999328,881,CRUM02900,SP,CETESB,Rio Corumbataí,1,36,47,36,57,6,-22.68444,-47.67694
-47.6828,-22.6335999993291,882,CRUM02500,SP,CETESB,Rio Corumbataí,1,84,52,19,71,10,-22.6336,-47.6828
-47.68361,-22.5813899993303,883,CRUM02300,SP,CETESB,Rio Corumbataí,1,36,50,30,65,10,-22.58139,-47.68361
-47.6239,-22.5149999993319,884,CRUM02200,SP,CETESB,Rio Corumbataí,1,84,42,27,74,7,-22.515,-47.6239
-47.57,-22.3469399993358,885,CRUM02100,SP,CETESB,Rio Corumbataí,1,36,60,37,74,10,-22.34694,-47.57
-47.05889,-22.3247199993364,886,CRUM02080,SP,CETESB,Rio Corumbataí,1,30,60,33,71,9,-22.32472,-47.05889
-47.6675,-22.1297199993409,887,CRUM02050,SP,CETESB,Rio Corumbataí,1,36,70,51,78,6,-22.12972,-47.6675
-48.00694,-15.7857899995055,888,CRPCVP010,DF,CAESB,COL Agricola Águas Claras  Córrego Vicente Pires,1,16,57,39,66,8,-15.78579,-48.00694
-48.02413,-15.8206199995045,889,CRPCSA010,DF,CAESB,COL Agricola Águas Claras  Córrego Samambaia,1,17,52,16,63,11,-15.82062,-48.02413
-44.52539,-14.2654699995488,890,CRNIGR450,BA,INGÁ,Itaguari,1,13,75,64,83,6,-14.26547,-44.52539
-43.78869,-14.3358899995468,891,CRNCRN750,BA,INGÁ,Rio Carinhanha,1,13,69,48,84,13,-14.33589,-43.78869
-46.8247,-23.3316999993132,892,CRIS03400,SP,CETESB,Ribeirão dos Cristais,1,80,59,42,89,7,-23.3317,-46.8247
-36.03542,-6.71116999978067,893,CR62,PB,SUDEMA,Açude Curimataú (Barra de Santa Rosa),2,13,66,35,78,13,-6.71117,-36.03542
-37.94725,-7.02810999977057,894,CR05,PB,SUDEMA,Açude Coremas (Coremas),2,19,71,40,86,13,-7.02811,-37.94725
-47.7547,-22.9891999993209,895,CPIV02900,SP,CETESB,Rio Capivari,1,84,50,27,67,10,-22.9892,-47.7547
-47.53111,-22.9994399993207,896,CPIV02700,SP,CETESB,Rio Capivari,1,36,32,20,46,7,-22.99944,-47.53111
-47.2975,-22.9593999993217,897,CPIV02200,SP,CETESB,Rio Capivari,1,84,30,12,56,8,-22.9594,-47.2975
-47.24361,-22.9549999993217,898,CPIV02160,SP,CETESB,Rio Capivari,1,42,28,15,42,7,-22.955,-47.24361
-47.1,-23.0060999993206,899,CPIV02130,SP,CETESB,Rio Capivari,1,84,49,26,67,10,-23.0061,-47.1
-46.80361,-22.988059999321,900,CPIV02100,SP,CETESB,Rio Capivari,1,36,23,16,44,5,-22.98806,-46.80361
-46.92222,-23.1016699993184,901,CPIV02060,SP,CETESB,Rio Capivari,1,40,53,33,65,9,-23.10167,-46.92222
-46.8525,-23.1149999993181,902,CPIV02030,SP,CETESB,Rio Capivari,1,36,57,43,70,7,-23.115,-46.8525
-46.8625,-23.5402999993085,904,COTI03900,SP,CETESB,Rio Cotia,1,82,38,20,59,8,-23.5403,-46.8625
-46.88139,-23.5988899993071,905,COTI03800,SP,CETESB,Rio Cotia,1,82,35,20,60,8,-23.59889,-46.88139
-39.66586,-14.1844699995511,907,CONPEX900,BA,INGÁ,Rio do Peixe,1,14,56,0,68,17,-14.18447,-39.66586
-39.84358,-14.2873299995482,908,CONPEX400,BA,INGÁ,Rio do Peixe,1,18,25,0,45,12,-14.28733,-39.84358
